parent,daughter,loss,count,erythroxylum_plowmanianum,gentiana_pubigera,persicaria_orientalis,oxyspora_paniculata,caesalpinia_enneaphylla,erythroxylum_coca,stranvaesia_davidiana,blank,cocaine
293.17,161.1,132.07,2,,,,,2,,,,
293.17,161.13,132.04,2,,,,,2,,,,
293.17,163.11,130.06,2,,,,,2,,,,
293.17,171.12,122.05,2,,,,,2,,,,
293.17,173.1,120.07,2,,,,,2,,,,
293.17,173.13,120.04,2,,,,,2,,,,
293.17,175.11,118.06,2,,,,,2,,,,
293.17,187.15,106.02,2,,,,,2,,,,
293.17,215.14,78.03,2,,,,,2,,,,
293.18,67.06,226.12,2,,,,,2,,,,
293.18,69.07,224.11,3,1,,,,2,,,,
293.18,81.07,212.11,4,1,,,,3,,,,
293.18,83.05,210.13,2,,,,,2,,,,
293.18,85.1,208.08,2,2,,,,,,,,
293.18,91.05,202.13,2,,,,,2,,,,
293.18,93.07,200.11,3,,,,,3,,,,
293.18,95.05,198.13,2,,,,,2,,,,
293.18,95.09,198.09,4,1,,,,3,,,,
293.18,96.96,196.22,3,,,,,,,3,,
293.18,97.07,196.11,2,,,,,2,,,,
293.18,105.07,188.11,4,1,,,,3,,,,
293.18,107.09,186.09,4,1,,,,3,,,,
293.18,109.07,184.11,2,,,,,2,,,,
293.18,109.1,184.08,3,1,,,,2,,,,
293.18,119.09,174.09,4,1,,,,3,,,,
293.18,121.1,172.08,3,1,,,,2,,,,
293.18,131.09,162.09,3,,,,,3,,,,
293.18,133.1,160.08,4,1,,,,3,,,,
293.18,135.12,158.06,4,1,,,,3,,,,
293.18,137.1,156.08,3,,,,,1,,2,,
293.18,145.1,148.08,3,,,,,3,,,,
293.18,147.12,146.06,3,,,,,3,,,,
293.18,149.1,144.08,2,,,,,2,,,,
293.18,153.13,140.05,2,,,,,,,2,,
293.18,159.12,134.06,3,,,,,3,,,,
293.18,161.1,132.08,2,,,,,2,,,,
293.18,161.13,132.05,3,1,,,,2,,,,
293.18,163.11,130.07,2,,,,,2,,,,
293.18,171.12,122.06,3,,,,,3,,,,
293.18,173.1,120.08,2,,,,,2,,,,
293.18,173.13,120.05,4,1,,,,3,,,,
293.18,175.11,118.07,2,,,,,2,,,,
293.18,187.15,106.03,2,,,,,2,,,,
293.18,195.12,98.06,2,1,,,,1,,,,
293.18,197.13,96.05,2,,,,,2,,,,
293.18,203.14,90.04,2,,,,,2,,,,
293.18,205.16,88.02,2,,,,,2,,,,
293.18,215.14,78.04,3,,,,,3,,,,
293.18,233.15,60.03,2,,,,,2,,,,
293.18,233.16,60.02,2,,,,,2,,,,
293.18,275.2,17.98,2,,,,,1,,1,,
293.19,55.06,238.13,2,1,,,,,1,,,
293.19,57.03,236.16,2,1,,,,,1,,,
293.19,57.07,236.12,3,1,,,,,2,,,
293.19,61.03,232.16,2,1,,,,,1,,,
293.19,67.06,226.13,2,1,,,,,1,,,
293.19,69.03,224.16,3,1,,,,,2,,,
293.19,69.07,224.12,3,1,,,,,2,,,
293.19,73.03,220.16,2,1,,,,,1,,,
293.19,79.05,214.14,2,1,,,,,1,,,
293.19,81.07,212.12,3,1,,,,,2,,,
293.19,83.09,210.1,2,1,,,,,1,,,
293.19,85.03,208.16,2,1,,,,,1,,,
293.19,91.05,202.14,3,1,,,,,2,,,
293.19,93.07,200.12,3,1,,,,,2,,,
293.19,95.05,198.14,3,1,,,,,2,,,
293.19,95.09,198.1,2,1,,,,,1,,,
293.19,97.03,196.16,2,1,,,,,1,,,
293.19,97.07,196.12,2,1,,,,,1,,,
293.19,105.07,188.12,3,1,,,,,2,,,
293.19,107.09,186.1,2,1,,,,,1,,,
293.19,109.03,184.16,2,1,,,,,1,,,
293.19,109.07,184.12,2,1,,,,,1,,,
293.19,109.1,184.09,3,1,,,,,2,,,
293.19,115.04,178.15,2,1,,,,,1,,,
293.19,117.07,176.12,3,1,,,,,2,,,
293.19,119.09,174.1,2,1,,,,,1,,,
293.19,121.06,172.13,2,1,,,,,1,,,
293.19,121.1,172.09,3,1,,,,,2,,,
293.19,123.08,170.11,3,1,,,,,2,,,
293.19,123.12,170.07,3,1,,,,,2,,,
293.19,127.04,166.15,2,1,,,,,1,,,
293.19,128.06,165.13,2,1,,,,,1,,,
293.19,129.07,164.12,3,1,,,,,2,,,
293.19,131.09,162.1,2,1,,,,,1,,,
293.19,133.05,160.14,2,1,,,,,1,,,
293.19,133.1,160.09,3,1,,,,,2,,,
293.19,135.08,158.11,3,1,,,,,2,,,
293.19,135.12,158.07,3,1,,,,,2,,,
293.19,137.1,156.09,2,1,,,,,1,,,
293.19,142.08,151.11,3,1,,,,,2,,,
293.19,143.09,150.1,2,1,,,,,1,,,
293.19,144.09,149.1,3,1,,,,,2,,,
293.19,145.05,148.14,2,1,,,,,1,,,
293.19,145.1,148.09,3,1,,,,,2,,,
293.19,147.08,146.11,2,1,,,,,1,,,
293.19,147.12,146.07,3,1,,,,,2,,,
293.19,149.1,144.09,2,1,,,,,1,,,
293.19,155.09,138.1,2,1,,,,,1,,,
293.19,156.09,137.1,3,1,,,,,2,,,
293.19,157.1,136.09,3,1,,,,,2,,,
293.19,158.11,135.08,3,1,,,,,2,,,
293.19,159.08,134.11,2,1,,,,,1,,,
293.19,159.12,134.07,3,1,,,,,2,,,
293.19,161.1,132.09,2,1,,,,,1,,,
293.19,161.13,132.06,3,1,,,,,2,,,
293.19,163.06,130.13,2,1,,,,,1,,,
293.19,169.1,124.09,3,1,,,,,2,,,
293.19,170.11,123.08,3,1,,,,,2,,,
293.19,171.12,122.07,3,1,,,,,2,,,
293.19,173.13,120.06,3,1,,,,,2,,,
293.19,175.11,118.08,2,,,,,,2,,,
293.19,175.15,118.04,3,1,,,,,2,,,
293.19,181.1,112.09,3,1,,,,,2,,,
293.19,182.11,111.08,2,1,,,,,1,,,
293.19,183.12,110.07,3,1,,,,,2,,,
293.19,185.13,108.06,3,1,,,,,2,,,
293.19,187.15,106.04,3,1,,,,,2,,,
293.19,189.13,104.06,3,1,,,,,2,,,
293.19,194.11,99.08,2,1,,,,,1,,,
293.19,195.12,98.07,2,1,,,,,1,,,
293.19,196.12,97.07,3,1,,,,,2,,,
293.19,197.13,96.06,3,1,,,,,2,,,
293.19,199.15,94.04,3,1,,,,,2,,,
293.19,201.13,92.06,2,1,,,,,1,,,
293.19,201.16,92.03,2,1,,,,,1,,,
293.19,207.12,86.07,2,1,,,,,1,,,
293.19,209.13,84.06,3,1,,,,,2,,,
293.19,211.15,82.04,3,1,,,,,2,,,
293.19,213.13,80.06,2,1,,,,,1,,,
293.19,213.16,80.03,2,,,,,,2,,,
293.19,223.15,70.04,3,1,,,,,2,,,
293.19,225.16,68.03,2,1,,,,,1,,,
293.19,227.14,66.05,2,1,,,,,1,,,
293.19,237.16,56.03,2,,,,,,2,,,
293.19,239.18,54.01,2,1,,,,,1,,,
293.19,247.15,46.04,2,1,,,,,1,,,
293.19,275.18,18.01,2,,,,,,2,,,
293.21,55.02,238.19,9,1,3,,4,1,,,,
293.21,55.05,238.16,5,2,,,,,3,,,
293.21,55.06,238.15,25,,10,6,7,1,1,,,
293.21,57.03,236.18,16,1,4,6,2,1,2,,,
293.21,57.07,236.14,6,,,1,2,,3,,,
293.21,67.05,226.16,6,2,,,,,4,,,
293.21,67.06,226.15,28,2,10,6,7,2,1,,,
293.21,69.03,224.18,5,1,2,,1,,1,,,
293.21,69.07,224.14,35,4,10,6,7,2,6,,,
293.21,71.05,222.16,10,1,3,,2,,4,,,
293.21,71.09,222.12,16,1,3,1,8,,3,,,
293.21,79.05,214.16,15,4,4,2,1,,4,,,
293.21,79.06,214.15,16,1,6,4,4,1,,,,
293.21,81.03,212.18,13,,5,2,4,,2,,,
293.21,81.07,212.14,39,5,10,7,9,2,6,,,
293.21,83.05,210.16,20,2,7,3,4,1,3,,,
293.21,83.09,210.12,33,3,11,6,7,1,5,,,
293.21,84.96,208.25,2,2,,,,,,,,
293.21,85.03,208.18,3,1,1,,1,,,,,
293.21,85.06,208.15,2,1,,,,,1,,,
293.21,85.07,208.14,5,,2,1,1,1,,,,
293.21,85.1,208.11,6,1,,1,1,,3,,,
293.21,89.06,204.15,4,,1,1,1,,1,,,
293.21,91.05,202.16,28,4,8,5,5,2,4,,,
293.21,91.06,202.15,4,,2,1,1,,,,,
293.21,93.07,200.14,36,5,10,6,7,2,6,,,
293.21,95.05,198.16,25,,8,4,8,2,3,,,
293.21,95.08,198.13,5,1,,,,,4,,,
293.21,95.09,198.12,35,4,12,6,9,2,2,,,
293.21,96.96,196.25,3,,,,,,,3,,
293.21,97.03,196.18,2,,1,,1,,,,,
293.21,97.06,196.15,5,2,,,,,3,,,
293.21,97.07,196.14,12,,4,4,2,2,,,,
293.21,97.1,196.11,20,3,6,1,4,1,5,,,
293.21,98.98,194.23,3,,1,,1,,1,,,
293.21,99.08,194.13,9,,3,1,5,,,,,
293.21,99.12,194.09,3,,,,,,3,,,
293.21,101.1,192.11,2,,2,,,,,,,
293.21,105.07,188.14,34,5,10,6,5,2,6,,,
293.21,107.05,186.16,7,,2,1,3,,1,,,
293.21,107.08,186.13,6,2,,,,,4,,,
293.21,107.09,186.12,28,3,10,6,5,2,2,,,
293.21,109.06,184.15,6,,,2,1,,3,,,
293.21,109.07,184.14,13,2,6,3,,2,,,,
293.21,109.1,184.11,38,4,11,6,9,2,6,,,
293.21,111.04,182.17,3,,1,,2,,,,,
293.21,111.08,182.13,24,1,7,3,9,1,3,,,
293.21,117.07,176.14,21,3,6,6,2,1,3,,,
293.21,119.08,174.13,6,2,,,,,4,,,
293.21,119.09,174.12,30,3,10,6,7,2,2,,,
293.21,121.06,172.15,2,,,,,,1,1,,
293.21,121.07,172.14,3,1,,,1,1,,,,
293.21,121.1,172.11,34,4,10,6,6,2,6,,,
293.21,123.08,170.13,14,,6,3,2,1,2,,,
293.21,123.12,170.09,15,1,3,4,3,1,3,,,
293.21,125.06,168.15,2,1,,,,,1,,,
293.21,125.09,168.12,2,1,,,,,1,,,
293.21,125.1,168.11,13,2,5,,3,1,,2,,
293.21,129.07,164.14,2,,,,1,,1,,,
293.21,131.08,162.13,5,1,,,,,4,,,
293.21,131.09,162.12,23,2,8,6,4,2,1,,,
293.21,133.1,160.11,32,4,9,6,5,2,6,,,
293.21,135.08,158.13,7,,1,,2,1,3,,,
293.21,135.12,158.09,24,2,5,6,5,2,4,,,
293.21,137.06,156.15,2,,,,,,2,,,
293.21,137.09,156.12,3,,,,,,3,,,
293.21,137.1,156.11,20,1,9,1,5,1,1,2,,
293.21,139.11,154.1,7,1,3,,1,,,2,,
293.21,143.09,150.12,2,,,,2,,,,,
293.21,145.1,148.11,28,5,6,6,3,2,6,,,
293.21,146.96,146.25,3,,,,,,,3,,
293.21,147.08,146.13,2,,,,,,2,,,
293.21,147.12,146.09,31,4,9,6,5,2,5,,,
293.21,149.06,144.15,2,,,,,,2,,,
293.21,149.09,144.12,4,1,,,,,3,,,
293.21,149.1,144.11,18,1,6,3,4,2,2,,,
293.21,149.13,144.08,11,2,2,3,2,,2,,,
293.21,151.08,142.13,3,,,,,,3,,,
293.21,151.11,142.1,13,1,4,,6,,2,,,
293.21,153.09,140.12,3,,1,,1,,1,,,
293.21,153.13,140.08,5,1,,,,,,4,,
293.21,155.11,138.1,9,2,3,,4,,,,,
293.21,157.1,136.11,7,,4,1,1,,1,,,
293.21,159.12,134.09,26,3,6,6,4,2,5,,,
293.21,161.1,132.11,3,,1,,1,1,,,,
293.21,161.13,132.08,12,,2,3,2,2,3,,,
293.21,163.08,130.13,4,,,,,1,3,,,
293.21,163.11,130.1,20,2,5,1,9,1,2,,,
293.21,165.09,128.12,5,,2,,,,3,,,
293.21,165.13,128.08,2,,1,,,,,1,,
293.21,171.1,122.11,2,,,,,,,2,,
293.21,171.12,122.09,4,,2,,1,1,,,,
293.21,173.1,120.11,3,,,,,1,2,,,
293.21,173.12,120.09,5,2,2,,,,1,,,
293.21,173.13,120.08,16,1,3,4,2,2,4,,,
293.21,174.95,118.26,2,,,,,,,2,,
293.21,175.11,118.1,3,,2,,,1,,,,
293.21,175.15,118.06,3,,,2,1,,,,,
293.21,177.09,116.12,3,,,,,,3,,,
293.21,177.13,116.08,9,,2,,4,,3,,,
293.21,179.11,114.1,6,,,,2,,3,1,,
293.21,179.14,114.07,2,,,,2,,,,,
293.21,181.09,112.12,2,,,,,,2,,,
293.21,181.12,112.09,5,,2,2,,,1,,,
293.21,183.01,110.2,2,,,,,,,2,,
293.21,183.1,110.11,4,,,,,,,4,,
293.21,185.12,108.09,3,,,,,,,3,,
293.21,185.13,108.08,7,,4,,2,1,,,,
293.21,187.11,106.1,2,,,,,,2,,,
293.21,187.15,106.06,2,,,,1,1,,,,
293.21,189.11,104.1,5,2,1,,1,,1,,,
293.21,191.11,102.1,4,,,,,1,3,,,
293.21,193.12,100.09,6,,3,,1,,2,,,
293.21,195.1,98.11,3,,,,,,3,,,
293.21,195.14,98.07,8,1,2,2,,,2,1,,
293.21,201.11,92.1,3,,2,,,,,1,,
293.21,201.13,92.08,2,,,,,,2,,,
293.21,201.16,92.05,2,,2,,,,,,,
293.21,203.14,90.07,6,,4,,,2,,,,
293.21,205.12,88.09,3,,,,,,2,1,,
293.21,209.15,84.06,2,,,2,,,,,,
293.21,211.13,82.08,4,,3,,,,,1,,
293.21,213.15,80.06,6,2,,2,,,2,,,
293.21,215.14,78.07,3,,,,,1,2,,,
293.21,219.14,74.07,3,,,,,,3,,,
293.21,219.17,74.04,7,1,2,2,,1,1,,,
293.21,221.15,72.06,3,,2,,,1,,,,
293.21,223.13,70.08,6,1,2,,2,,,1,,
293.21,227.13,66.08,2,1,,,1,,,,,
293.21,229.08,64.13,3,,3,,,,,,,
293.21,229.14,64.07,3,1,,,2,,,,,
293.21,229.2,64.01,2,,1,,1,,,,,
293.21,233.15,60.06,3,,,,,1,2,,,
293.21,235.17,58.04,6,,2,2,,,1,1,,
293.21,239.18,54.03,4,,2,,,1,1,,,
293.21,247.09,46.12,4,,3,,,1,,,,
293.21,247.17,46.04,2,,,,,,2,,,
293.21,247.2,46.01,2,,,,1,,1,,,
293.21,247.21,46,3,,,,2,,,1,,
293.21,251.16,42.05,3,,,,,1,2,,,
293.21,257.19,36.02,22,4,6,5,2,1,4,,,
293.21,259.21,34,3,,,1,2,,,,,
293.21,265.18,28.03,3,,,,,,3,,,
293.21,269.18,24.03,3,1,,,2,,,,,
293.21,270.95,22.26,2,,,,,,2,,,
293.21,270.96,22.25,2,2,,,,,,,,
293.21,275.2,18.01,38,6,9,6,8,2,5,2,,
293.21,277.22,15.99,3,,,,2,,,1,,
293.21,279.2,14.01,3,,,,,,3,,,
293.21,286.93,6.28,2,2,,,,,,,,
293.21,292.2,1.01,2,,1,,1,,,,,
293.23,55.06,238.17,3,,1,,1,,1,,,
293.23,57.07,236.16,2,,1,,1,,,,,
293.23,67.06,226.17,3,,1,,1,,1,,,
293.23,69.07,224.16,3,,1,,1,,1,,,
293.23,81.07,212.16,3,,1,,1,,1,,,
293.23,83.09,210.14,3,,1,,1,,1,,,
293.23,91.05,202.18,2,,1,,,,1,,,
293.23,93.07,200.16,3,,1,,1,,1,,,
293.23,95.05,198.18,2,,1,,,,1,,,
293.23,95.09,198.14,3,,1,,1,,1,,,
293.23,97.1,196.13,2,,1,,1,,,,,
293.23,105.07,188.16,3,,1,,1,,1,,,
293.23,107.09,186.14,3,,1,,1,,1,,,
293.23,109.07,184.16,2,,1,,,,1,,,
293.23,109.1,184.13,3,,1,,1,,1,,,
293.23,117.07,176.16,2,,1,,,,1,,,
293.23,119.09,174.14,3,,1,,1,,1,,,
293.23,121.1,172.13,3,,1,,1,,1,,,
293.23,123.12,170.11,3,,1,,1,,1,,,
293.23,131.09,162.14,3,,1,,1,,1,,,
293.23,133.1,160.13,3,,1,,1,,1,,,
293.23,135.12,158.11,3,,1,,1,,1,,,
293.23,137.1,156.13,2,,1,,,,1,,,
293.23,137.13,156.1,2,,1,,1,,,,,
293.23,142.08,151.15,2,,1,,,,1,,,
293.23,143.09,150.14,3,,1,,1,,1,,,
293.23,145.1,148.13,3,,1,,1,,1,,,
293.23,147.12,146.11,3,,1,,1,,1,,,
293.23,149.13,144.1,3,,1,,1,,1,,,
293.23,157.1,136.13,3,,1,,1,,1,,,
293.23,159.12,134.11,3,,1,,1,,1,,,
293.23,161.13,132.1,3,,1,,1,,1,,,
293.23,163.11,130.12,2,,1,,,,1,,,
293.23,169.1,124.13,2,,1,,,,1,,,
293.23,171.12,122.11,3,,1,,1,,1,,,
293.23,173.13,120.1,3,,1,,1,,1,,,
293.23,175.15,118.08,2,,1,,,,1,,,
293.23,177.16,116.07,2,,1,,,,1,,,
293.23,183.12,110.11,3,,1,,1,,1,,,
293.23,185.13,108.1,3,,1,,1,,1,,,
293.23,187.15,106.08,3,,1,,1,,1,,,
293.23,189.16,104.07,2,,1,,,,1,,,
293.23,197.13,96.1,2,,1,,,,1,,,
293.23,199.15,94.08,3,,1,,1,,1,,,
293.23,201.16,92.07,3,,1,,1,,1,,,
293.23,211.15,82.08,3,,1,,1,,1,,,
293.23,213.16,80.07,3,,1,,1,,1,,,
293.23,215.18,78.05,2,,1,,,,1,,,
293.23,223.15,70.08,2,,1,,,,1,,,
293.23,241.19,52.04,2,,1,,1,,,,,
293.23,251.18,42.05,2,,1,,1,,,,,
293.67,56.97,236.7,2,,1,,1,,,,,
293.67,81.07,212.6,2,,1,,1,,,,,
293.67,95.09,198.58,2,,1,,1,,,,,
293.67,97.99,195.68,2,,1,,1,,,,,
293.67,224.15,69.52,2,,1,,1,,,,,
293.67,233.16,60.51,2,,1,,1,,,,,
293.67,255.15,38.52,2,,1,,1,,,,,
294.24,55.02,239.22,3,,,,3,,,,,
294.24,55.06,239.18,10,,4,,6,,,,,
294.24,56.05,238.19,2,,1,,1,,,,,
294.24,57.07,237.17,6,,1,,5,,,,,
294.24,60.05,234.19,9,,4,,5,,,,,
294.24,67.06,227.18,10,,4,,6,,,,,
294.24,69.07,225.17,10,,4,,6,,,,,
294.24,71.09,223.15,8,,3,,5,,,,,
294.24,79.05,215.19,4,,,,4,,,,,
294.24,79.06,215.18,6,,4,,2,,,,,
294.24,80.05,214.19,6,,3,,3,,,,,
294.24,81.06,213.18,4,,2,,2,,,,,
294.24,81.07,213.17,10,,4,,6,,,,,
294.24,82.07,212.17,9,,4,,5,,,,,
294.24,83.05,211.19,2,,,,2,,,,,
294.24,83.09,211.15,10,,4,,6,,,,,
294.24,85.03,209.21,2,,,,2,,,,,
294.24,91.05,203.19,5,,1,,4,,,,,
294.24,91.06,203.18,5,,3,,2,,,,,
294.24,93.07,201.17,10,,4,,6,,,,,
294.24,94.07,200.17,9,,4,,5,,,,,
294.24,95.05,199.19,6,,2,,4,,,,,
294.24,95.09,199.15,9,,3,,6,,,,,
294.24,96.08,198.16,2,,1,,1,,,,,
294.24,97.1,197.14,10,,4,,6,,,,,
294.24,98.06,196.18,6,,3,,3,,,,,
294.24,98.1,196.14,2,,1,,1,,,,,
294.24,105.07,189.17,10,,4,,6,,,,,
294.24,107.09,187.15,9,,3,,6,,,,,
294.24,108.08,186.16,2,,1,,1,,,,,
294.24,109.1,185.14,8,,3,,5,,,,,
294.24,117.07,177.17,8,,3,,5,,,,,
294.24,119.09,175.15,9,,3,,6,,,,,
294.24,120.08,174.16,4,,1,,3,,,,,
294.24,121.1,173.14,8,,3,,5,,,,,
294.24,123.12,171.12,2,,,,2,,,,,
294.24,126.09,168.15,3,,1,,2,,,,,
294.24,131.09,163.15,8,,3,,5,,,,,
294.24,132.08,162.16,4,,2,,2,,,,,
294.24,133.1,161.14,6,,1,,5,,,,,
294.24,135.12,159.12,4,,1,,3,,,,,
294.24,138.09,156.15,7,,3,,4,,,,,
294.24,145.1,149.14,6,,3,,3,,,,,
294.24,147.12,147.12,2,,,,2,,,,,
294.24,149.13,145.11,2,,,,2,,,,,
294.24,150.09,144.15,5,,2,,3,,,,,
294.24,156.1,138.14,2,,1,,1,,,,,
294.24,167.14,127.1,3,,1,,2,,,,,
294.24,173.12,121.12,2,,,,2,,,,,
294.24,231.21,63.03,4,,2,,2,,,,,
294.24,243.21,51.03,6,,3,,3,,,,,
294.24,248.24,46,4,,2,,2,,,,,
294.24,258.22,36.02,2,,1,,1,,,,,
294.24,259.21,35.03,5,,2,,3,,,,,
294.24,260.24,34,7,,3,,4,,,,,
294.24,261.22,33.02,6,,3,,3,,,,,
294.24,264.23,30.01,3,,1,,2,,,,,
294.24,272.26,21.98,7,,3,,4,,,,,
294.24,276.23,18.01,9,,4,,5,,,,,
294.24,277.22,17.02,3,,,,3,,,,,
294.24,278.25,15.99,6,,3,,3,,,,,
295.08,55.06,240.02,7,,,7,,,,,,
295.08,83.05,212.03,7,,,7,,,,,,
295.08,213.04,82.04,7,,,7,,,,,,
295.09,90.98,204.11,2,1,,,,,1,,,
295.09,243.96,51.13,2,1,,,,,1,,,
295.09,272.95,22.14,2,1,,,,,1,,,
295.1,55.02,240.08,3,3,,,,,,,,
295.1,57.03,238.07,13,9,,,,,4,,,
295.1,61.03,234.07,12,8,,,,,4,,,
295.1,69.03,226.07,13,9,,,,,4,,,
295.1,69.07,226.03,3,2,,,,,1,,,
295.1,71.01,224.09,2,,,,,,,2,,
295.1,73.03,222.07,13,9,,,,,4,,,
295.1,85.03,210.07,13,9,,,,,4,,,
295.1,87.04,208.06,5,4,,,,,1,,,
295.1,91.04,204.06,7,5,,,,,2,,,
295.1,91.05,204.05,2,,,1,,,1,,,
295.1,97.03,198.07,13,9,,,,,4,,,
295.1,99.04,196.06,2,1,,,,,1,,,
295.1,105.07,190.03,2,1,,1,,,,,,
295.1,109.03,186.07,8,6,,,,,2,,,
295.1,115.04,180.06,13,9,,,,,4,,,
295.1,121.03,174.07,3,2,,,,,1,,,
295.1,125.13,169.97,2,2,,,,,,,,
295.1,127.04,168.06,13,9,,,,,4,,,
295.1,133.05,162.05,16,9,,,,,4,3,,
295.1,145.05,150.05,13,9,,,,,4,,,
295.1,147.04,148.06,3,,,,,,,3,,
295.1,150.08,145.02,2,2,,,,,,,,
295.1,153.05,142.05,2,1,,,,,1,,,
295.1,163.06,132.04,10,7,,,,,3,,,
295.1,175.06,120.04,2,,,,,,,2,,
295.1,177.05,118.05,2,1,,,,,1,,,
295.1,184.07,111.03,2,1,,,,,1,,,
295.1,223.06,72.04,2,1,,,,,1,,,
295.1,223.12,71.98,2,2,,,,,,,,
295.1,241.07,54.03,7,4,,,,,3,,,
295.1,259.08,36.02,12,8,,,,,4,,,
295.13,237.13,58,2,,,,,2,,,,
295.13,253.12,42.01,2,,,,,2,,,,
295.13,255.14,39.99,2,,,,,2,,,,
295.13,265.12,30.01,2,,,,,2,,,,
295.13,267.14,27.99,2,,,,,2,,,,
295.13,283.13,12,2,,,,,2,,,,
295.13,293.12,2.01,2,,,,,2,,,,
295.14,72.08,223.06,3,,1,,,2,,,,
295.14,120.08,175.06,3,,1,,,2,,,,
295.14,171.15,123.99,3,,1,,,2,,,,
295.14,199.14,96,3,,1,,,2,,,,
295.14,219.15,75.99,3,,1,,,2,,,,
295.14,247.14,48,3,,1,,,2,,,,
295.14,267.15,27.99,3,,1,,,2,,,,
295.15,79.05,216.1,2,,1,,,1,,,,
295.15,81.07,214.08,2,,1,,,1,,,,
295.15,91.05,204.1,2,,1,,,1,,,,
295.15,93.07,202.08,2,,1,,,1,,,,
295.15,95.09,200.06,2,,1,,,1,,,,
295.15,105.07,190.08,2,,1,,,1,,,,
295.15,107.09,188.06,2,,1,,,1,,,,
295.15,119.09,176.06,2,,1,,,1,,,,
295.15,121.1,174.05,2,,1,,,1,,,,
295.15,133.1,162.05,2,,1,,,1,,,,
295.15,147.12,148.03,2,,1,,,1,,,,
295.15,161.13,134.02,2,,1,,,1,,,,
295.15,163.11,132.04,2,,1,,,1,,,,
295.17,55.06,240.11,2,,1,,1,,,,,
295.17,67.06,228.11,3,,1,,1,1,,,,
295.17,69.03,226.14,2,,,,,2,,,,
295.17,69.07,226.1,3,,1,,1,1,,,,
295.17,71.09,224.08,3,,1,,1,1,,,,
295.17,79.06,216.11,3,,1,,1,1,,,,
295.17,81.07,214.1,6,,1,,1,4,,,,
295.17,83.05,212.12,2,,1,,,1,,,,
295.17,83.09,212.08,2,,1,,1,,,,,
295.17,85.07,210.1,3,,1,,1,1,,,,
295.17,91.05,204.12,3,,1,,1,1,,,,
295.17,93.07,202.1,7,,1,,1,5,,,,
295.17,95.05,200.12,5,,,,1,4,,,,
295.17,95.09,200.08,8,,1,,1,6,,,,
295.17,97.07,198.1,2,,1,,1,,,,,
295.17,97.1,198.07,2,,1,,1,,,,,
295.17,99.08,196.09,2,,1,,1,,,,,
295.17,105.07,190.1,7,,1,,1,5,,,,
295.17,107.09,188.08,8,,1,,1,6,,,,
295.17,109.07,186.1,3,,,,,3,,,,
295.17,109.1,186.07,4,,1,,1,2,,,,
295.17,111.04,184.13,4,,,,,4,,,,
295.17,111.08,184.09,2,,1,,1,,,,,
295.17,113.06,182.11,2,,,,,2,,,,
295.17,117.07,178.1,2,,1,,1,,,,,
295.17,119.09,176.08,8,,1,,1,6,,,,
295.17,121.07,174.1,2,,,,,2,,,,
295.17,121.1,174.07,7,,1,,1,4,,1,,
295.17,123.08,172.09,4,,1,,,3,,,,
295.17,125.1,170.07,2,,1,,1,,,,,
295.17,131.09,164.08,6,,,,,6,,,,
295.17,133.1,162.07,8,,1,,1,6,,,,
295.17,135.08,160.09,4,,,,,4,,,,
295.17,135.12,160.05,4,,1,,1,2,,,,
295.17,137.1,158.07,2,,,,,2,,,,
295.17,139.08,156.09,2,,1,,1,,,,,
295.17,141.13,154.04,2,,1,,1,,,,,
295.17,143.09,152.08,4,,,,,4,,,,
295.17,145.1,150.07,8,,1,,1,6,,,,
295.17,147.08,148.09,3,,,,,3,,,,
295.17,147.12,148.05,4,,1,,1,2,,,,
295.17,149.1,146.07,2,,,,,2,,,,
295.17,149.13,146.04,2,,1,,1,,,,,
295.17,151.11,144.06,2,,1,,1,,,,,
295.17,157.1,138.07,5,,,,,5,,,,
295.17,159.12,136.05,4,,,,,4,,,,
295.17,161.1,134.07,4,,,,,4,,,,
295.17,161.13,134.04,5,,1,,1,3,,,,
295.17,163.11,132.06,3,,1,,1,1,,,,
295.17,171.12,124.05,4,,,,,4,,,,
295.17,173.13,122.04,3,,,,,3,,,,
295.17,175.15,120.02,5,,1,,1,3,,,,
295.17,177.09,118.08,2,,,,,2,,,,
295.17,179.14,116.03,2,,1,,1,,,,,
295.17,183.12,112.05,4,,,,,4,,,,
295.17,185.13,110.04,3,,,,,3,,,,
295.17,187.11,108.06,2,,,,,2,,,,
295.17,189.11,106.06,2,,1,,1,,,,,
295.17,197.13,98.04,3,,,,,3,,,,
295.17,199.11,96.06,4,,,,,4,,,,
295.17,201.13,94.04,2,,,,,2,,,,
295.17,211.11,84.06,3,,,,,3,,,,
295.17,213.13,82.04,2,,,,,2,,,,
295.17,215.11,80.06,2,,,,,2,,,,
295.17,217.12,78.05,2,,,,,2,,,,
295.17,229.12,66.05,3,,,,,3,,,,
295.17,239.18,55.99,2,,,,,2,,,,
295.17,241.2,53.97,2,,1,,1,,,,,
295.17,259.21,35.96,2,,1,,1,,,,,
295.17,267.17,28,4,,,,,4,,,,
295.17,277.16,18.01,2,,,,,2,,,,
295.17,277.22,17.95,2,,1,,1,,,,,
295.17,283.17,12,2,,,,,2,,,,
295.17,285.18,9.99,2,,,,,2,,,,
295.17,285.19,9.98,2,,,,,2,,,,
295.18,55.06,240.12,3,,1,,,2,,,,
295.18,67.06,228.12,3,,1,,,2,,,,
295.18,69.07,226.11,3,,1,,,2,,,,
